SN name,UV mag,UV abs mag,F275W-r,Adopted r survey,Adopted r mag,Adopted r abs mag,Adopted r flux,Adopted r flux err,F275W-r Best,Adopted Best survey,Adopted Best,Adopted Best abs mag,Adopted Best flux,Adopted Best flux err,LegacySurvey r mag,LegacySurvey r abs mag,LegacySurvey r flux,LegacySurvey r flux err,LegacySurvey invvar+bkg r mag,LegacySurvey invvar+bkg r abs mag,LegacySurvey invvar+bkg r flux,LegacySurvey invvar+bkg r flux err,DES r mag,DES r abs mag,DES r flux,DES r flux err,PanSTARRS r mag,PanSTARRS r abs mag,PanSTARRS r flux,PanSTARRS r flux err,SkyMapper r mag,SkyMapper r abs mag,SkyMapper r flux,SkyMapper r flux err,Paper plot candidate
iPTF13dkl,24.075 (0.245),-12.760 (0.245),1.100,PanSTARRS,22.975 (0.159),-13.860 (0.159),6.458974106057783,0.8646377406468891,1.100,PanSTARRS,22.975 (0.159),-13.860 (0.159),6.458974106057783,0.8646377406468891,22.519 (8.213),-14.316 (8.213),0.9827489609309148,6.8333824365194555,22.610 (1.103),-14.224 (1.103),0.9033252173592552,0.9176700993004078,,,,,22.975 (0.159),-13.860 (0.159),6.458974106057783,0.8646377406468891,21.493 (0.947),-15.342 (0.947),38.5472869811464,30.724571450573425,False
iPTF13dyt,24.157 (0.138),-14.433 (0.138),2.911,LegacySurvey,21.246 (0.209),-17.344 (0.209),3.173647080773864,0.6097839889153129,3.351,PanSTARRS,20.806 (0.024),-17.784 (0.024),47.59842761915167,0.9512567924771976,21.134 (1.430),-17.456 (1.430),3.5177347476529337,4.180239056319427,21.246 (0.209),-17.344 (0.209),3.173647080773864,0.6097839889153129,,,,,20.806 (0.024),-17.784 (0.024),47.59842761915167,0.9512567924771976,22.417 (1.244),-16.173 (1.244),14.951139043593068,15.3494546877261,False
iPTF13efe,24.221 (0.178),-13.454 (0.178),0.674,LegacySurvey,23.546 (0.142),-14.129 (0.142),0.3815196279816613,0.0500435722351894,0.674,LegacySurvey,23.546 (0.142),-14.129 (0.142),0.3815196279816613,0.0500435722351894,23.495 (13.756),-14.180 (13.756),0.3999621459666244,4.833710685530256,23.546 (0.142),-14.129 (0.142),0.3815196279816613,0.0500435722351894,,,,,23.225 (0.262),-14.450 (0.262),5.130145592566577,1.1758342841124465,22.653 (0.333),-15.022 (0.333),235.67449744190048,68.80823706852199,False
iPTF14aje,(23.180),(-12.248),$<3.908$,PanSTARRS,19.272 (0.020),-16.156 (0.020),195.47020015323852,2.453693346759073,$<3.908$,PanSTARRS,19.272 (0.020),-16.156 (0.020),195.47020015323852,2.453693346759073,19.206 (0.986),-16.222 (0.986),20.77164912471711,13.367337757553312,19.581 (0.516),-15.848 (0.516),14.713817316487887,6.993082936155355,,,,,19.272 (0.020),-16.156 (0.020),195.47020015323852,2.453693346759073,19.425 (0.051),-16.004 (0.051),4488.921283894639,145.63336104734827,False
SN2014ey,20.952 (0.023),-14.805 (0.023),1.294,PanSTARRS,19.658 (0.034),-16.099 (0.034),137.01520431523338,3.902919046623771,1.294,PanSTARRS,19.658 (0.034),-16.099 (0.034),137.01520431523338,3.902919046623771,19.267 (0.743),-16.491 (0.743),19.64629894909424,12.154478940939244,19.376 (0.673),-16.382 (0.673),17.769222141554494,11.018277994408958,,,,,19.658 (0.034),-16.099 (0.034),137.01520431523338,3.902919046623771,19.374 (0.270),-16.384 (0.270),278.3440526071837,62.07263104889442,False
iPTF14yy,24.349 (0.328),-12.075 (0.328),3.662,PanSTARRS,20.687 (0.054),-15.737 (0.054),53.12123603141403,2.54257678124723,3.662,PanSTARRS,20.687 (0.054),-15.737 (0.054),53.12123603141403,2.54257678124723,20.584 (1.678),-15.840 (1.678),5.83900850218068,8.633751204400424,20.632 (0.859),-15.792 (0.859),5.586870336512221,4.420177268052987,,,,,20.687 (0.054),-15.737 (0.054),53.12123603141403,2.54257678124723,22.952 (8.951),-13.472 (8.951),9.523914075263338,74.90476568668085,False
SN2009ev,(22.532),(-11.034),$?3.006$,LegacySurvey,(19.526),(-14.040),6.723943750957142,5.1564883050081365,$?3.006$,LegacySurvey,(19.526),(-14.040),6.723943750957142,5.1564883050081365,20.216 (4.548),-13.350 (4.548),8.196051869334465,28.16365667737436,20.431 (0.833),-13.135 (0.833),6.723943750957142,5.1564883050081365,,,,,,,,,(20.969),(-12.597),-283.8081631276301,386.2961505931464,False
SN2011iy,19.431 (0.054),-11.888 (0.054),6.012,LegacySurvey,13.419 (0.109),-17.900 (0.109),4289.838749228036,432.1310109831816,6.022,PanSTARRS,13.409 (0.014),-17.909 (0.014),43279.874384375,500.5714796383488,13.290 (0.031),-18.028 (0.031),4828.586527150754,122.10259286589864,13.419 (0.109),-17.900 (0.109),4289.838749228036,432.1310109831816,,,,,13.409 (0.014),-17.909 (0.014),43279.874384375,500.5714796383488,13.690 (0.018),-17.629 (0.018),54757.44034687105,819.0543157961764,False
SN2010jo,(24.388),(-12.131),$<4.084$,DES,20.303 (0.022),-16.215 (0.022),7561.677585968043,140.4516157824305,$<4.084$,DES,20.303 (0.022),-16.215 (0.022),7561.677585968043,140.4516157824305,20.281 (1.286),-16.238 (1.286),7.718940243530963,8.540410552294123,20.355 (0.546),-16.164 (0.546),7.211576700028091,3.625905782723684,20.303 (0.022),-16.215 (0.022),7561.677585968043,140.4516157824305,20.610 (0.031),-15.909 (0.031),57.04189397127395,1.5273444041396924,20.486 (0.090),-16.032 (0.090),957.0102228481068,74.15329601156465,False
SN2019fkq,23.596 (0.156),-12.924 (0.156),4.295,PanSTARRS,19.300 (0.027),-17.220 (0.027),190.48956046882023,4.6566023713197024,4.295,PanSTARRS,19.300 (0.027),-17.220 (0.027),190.48956046882023,4.6566023713197024,,,0.0,,,,,,,,,,19.300 (0.027),-17.220 (0.027),190.48956046882023,4.6566023713197024,19.359 (0.015),-17.161 (0.015),19430.953355773363,253.7264860089871,False
ASAS14lq,23.320 (0.267),-11.992 (0.267),$>0.090$,PanSTARRS,(23.231),(-12.082),1.4305682407637563,1.7004385966559012,$>0.090$,PanSTARRS,(23.231),(-12.082),1.4305682407637563,1.7004385966559012,,,0.0,,,,,,,,,,24.611 (1.375),-10.702 (1.375),1.4305682407637563,1.7004385966559012,(22.225),(-13.088),-102.66960467583992,123.90499359707756,False
ASAS14lw,21.035 (0.038),-13.780 (0.038),$>-2.177$,LegacySurvey,(23.212),(-11.602),0.2301816088922483,0.1730604862016027,$>-2.177$,LegacySurvey,(23.212),(-11.602),0.2301816088922483,0.1730604862016027,24.066 (75.561),-10.748 (75.561),0.2363958035625754,16.019400075795158,24.095 (0.816),-10.719 (0.816),0.2301816088922483,0.1730604862016027,24.798 (1.106),-10.016 (1.106),120.46724907950568,119.45898316647556,,,,,22.953 (0.679),-11.861 (0.679),207.11489744159485,125.953866138818,False
CSP12G,(24.252),(-11.829),$<3.123$,LegacySurvey,21.129 (0.300),-14.952 (0.300),3.5352520008476933,0.9754323099635088,$<3.280$,PanSTARRS,20.972 (0.030),-15.109 (0.030),40.85554966137562,1.0704840209538835,21.061 (2.946),-15.020 (2.946),3.7645932106049793,9.591285301588387,21.129 (0.300),-14.952 (0.300),3.5352520008476933,0.9754323099635088,,,,,20.972 (0.030),-15.109 (0.030),40.85554966137562,1.0704840209538835,21.969 (2.461),-14.112 (2.461),20.787145738566664,44.060916201053224,False
CSP14abn,21.979 (0.101),-13.000 (0.101),1.686,SkyMapper,20.293 (0.082),-14.685 (0.082),2749.94639729877,174.2703185633947,1.686,SkyMapper,20.293 (0.082),-14.685 (0.082),2749.94639729877,174.2703185633947,,,,,,,,,,,,,,,,,20.293 (0.082),-14.685 (0.082),2749.94639729877,174.2703185633947,False
CSP14acy,23.742 (0.154),-13.655 (0.154),0.867,LegacySurvey,22.875 (0.214),-14.522 (0.214),0.707686255301734,0.139347534556192,0.867,LegacySurvey,22.875 (0.214),-14.522 (0.214),0.707686255301734,0.139347534556192,22.832 (8.356),-14.565 (8.356),0.7363143069076159,5.446610628970028,22.875 (0.214),-14.522 (0.214),0.707686255301734,0.139347534556192,20.152 (0.007),-17.246 (0.007),8693.280988225599,56.09503986735023,,,,,24.002 (1.154),-13.396 (1.154),60.078353815620424,61.211172890000995,False
LSQ12fvl,(24.714),(-12.296),$<3.765$,DES,20.949 (0.017),-16.061 (0.017),4173.431446700257,63.50236094053732,$<3.765$,DES,20.949 (0.017),-16.061 (0.017),4173.431446700257,63.50236094053732,20.886 (1.760),-16.123 (1.760),4.420188273130177,6.878381511303078,20.930 (0.483),-16.079 (0.483),4.244373889859791,1.8870268281197835,20.949 (0.017),-16.061 (0.017),4173.431446700257,63.50236094053732,,,,,21.154 (0.067),-15.856 (0.067),1127.3621626596764,66.44402678016968,False
LSQ13aiz,20.655 (0.072),-12.360 (0.072),2.190,PanSTARRS,18.465 (0.022),-14.550 (0.022),411.2880373086513,7.044647537122221,2.190,PanSTARRS,18.465 (0.022),-14.550 (0.022),411.2880373086513,7.044647537122221,,,0.0,,,,,,,,,,18.465 (0.022),-14.550 (0.022),411.2880373086513,7.044647537122221,18.737 (0.058),-14.277 (0.058),9899.041255384947,438.7732520112852,False
PTF11pbp,(23.858),(-11.675),$<3.632$,PanSTARRS,20.225 (0.064),-15.307 (0.064),81.25594663934594,4.261644977905307,$<3.632$,PanSTARRS,20.225 (0.064),-15.307 (0.064),81.25594663934594,4.261644977905307,20.087 (1.629),-15.446 (1.629),9.232923372608262,12.362860364691503,20.211 (0.457),-15.322 (0.457),8.237472318452568,3.4701918971715338,,,,,20.225 (0.064),-15.307 (0.064),81.25594663934594,4.261644977905307,20.845 (0.916),-14.688 (0.916),72.97031827866788,54.52881876134774,False
PTF11pra,(23.185),(-11.245),$<5.967$,DES,17.217 (0.009),-17.212 (0.009),129723.98368888772,1055.1935262571003,$<5.967$,DES,17.217 (0.009),-17.212 (0.009),129723.98368888772,1055.1935262571003,17.163 (0.209),-17.266 (0.209),136.3442230061743,24.877467431401325,17.224 (0.465),-17.206 (0.465),128.95697150839555,55.21143616208185,17.217 (0.009),-17.212 (0.009),129723.98368888772,1055.1935262571003,17.289 (0.017),-17.141 (0.017),1215.0642431056365,18.26300904827761,17.424 (0.016),-17.006 (0.016),35468.11166721971,498.9293083332029,False
PTF11qnr,20.626 (0.033),-13.631 (0.033),1.437,DES,19.189 (0.023),-15.068 (0.023),21109.062741753296,399.468799756699,1.437,DES,19.189 (0.023),-15.068 (0.023),21109.062741753296,399.468799756699,19.060 (1.112),-15.197 (1.112),23.771477199389533,21.496601590200857,19.195 (0.924),-15.062 (0.924),20.996912573400255,17.878492075467502,19.189 (0.023),-15.068 (0.023),21109.062741753296,399.468799756699,19.215 (0.027),-15.042 (0.027),206.06752647797447,4.450234290184584,19.881 (0.149),-14.376 (0.149),1644.931665702507,197.78267557025043,False
PTF14fpg,23.318 (0.207),-12.575 (0.207),$>-0.095$,LegacySurvey,(23.413),(-12.480),0.4137520716768995,0.1437170873258209,-0.487,PanSTARRS,23.805 (0.516),-12.089 (0.516),3.0059801340730736,1.3429284025765502,23.394 (26.317),-12.500 (26.317),0.4388996213463424,10.02877704219442,23.458 (0.377),-12.436 (0.377),0.4137520716768995,0.1437170873258209,,,,,23.805 (0.516),-12.089 (0.516),3.0059801340730736,1.3429284025765502,(19.274),(-16.619),-24.38456754013409,62.591551447887355,False
PTF14gnl,23.474 (0.156),-13.443 (0.156),1.431,PanSTARRS,22.043 (0.064),-14.874 (0.064),15.227764181596507,0.8431787115817772,1.431,PanSTARRS,22.043 (0.064),-14.874 (0.064),15.227764181596507,0.8431787115817772,21.877 (4.373),-15.040 (4.373),1.7744721386966549,6.726436938679559,21.943 (1.648),-14.974 (1.648),1.6699034967846915,2.5339589951308557,20.587 (0.011),-16.330 (0.011),5823.681819138347,56.337675841878486,22.043 (0.064),-14.874 (0.064),15.227764181596507,0.8431787115817772,22.211 (0.199),-14.706 (0.199),413.3343918402829,71.15150743612953,False
SN2006X,17.932 (0.006),-13.852 (0.006),2.671,PanSTARRS,15.260 (0.014),-16.524 (0.014),7867.189976919043,99.49916369426904,2.671,PanSTARRS,15.260 (0.014),-16.524 (0.014),7867.189976919043,99.49916369426904,14.749 (0.072),-17.035 (0.072),1260.2932962550672,79.6295166943356,14.803 (0.589),-16.981 (0.589),1198.4045440524797,650.6151110691245,,,,,15.260 (0.014),-16.524 (0.014),7867.189976919043,99.49916369426904,16.892 (0.174),-14.892 (0.174),2268.506574200364,344.2933611531427,False
SN2007af,,,,PanSTARRS,17.066 (0.016),-14.809 (0.016),1491.1475439941323,20.78294908979891,,PanSTARRS,17.066 (0.016),-14.809 (0.016),1491.1475439941323,20.78294908979891,16.531 (0.306),-15.344 (0.306),244.05622443666772,63.73883965170048,16.613 (0.847),-15.262 (0.847),226.3657454670431,176.6824971063972,,,,,17.066 (0.016),-14.809 (0.016),1491.1475439941323,20.78294908979891,17.479 (0.035),-14.396 (0.035),33040.765612615505,986.7370830188236,False
SN2007nq,(24.451),(-12.069),$<2.690$,LegacySurvey,21.761 (0.351),-14.759 (0.351),1.9753543425272089,0.6385347375710275,$<2.356$,PanSTARRS,22.095 (0.093),-14.425 (0.093),14.522784314101491,1.1591567071868585,21.687 (4.342),-14.833 (4.342),2.1144928261043416,7.899021026211067,21.761 (0.351),-14.759 (0.351),1.9753543425272089,0.6385347375710275,21.729 (0.049),-14.791 (0.049),2033.6528277802747,86.45304015284167,22.095 (0.093),-14.425 (0.093),14.522784314101491,1.1591567071868585,22.104 (0.334),-14.416 (0.334),215.73291297903435,61.70196298345691,False
SN2008ha,17.297 (0.010),-14.224 (0.010),1.551,LegacySurvey,15.746 (0.142),-15.776 (0.142),502.9842742792514,65.62576874540208,1.674,PanSTARRS,15.624 (0.016),-15.898 (0.016),5630.369727749835,72.38065681151156,15.582 (0.167),-15.939 (0.167),584.9199492141195,77.40669863966274,15.746 (0.142),-15.776 (0.142),502.9842742792514,65.62576874540208,,,,,15.624 (0.016),-15.898 (0.016),5630.369727749835,72.38065681151156,,,,,False
SN2012bl,19.178 (0.016),-15.391 (0.016),-0.967,LegacySurvey,20.145 (0.107),-14.425 (0.107),8.749530531580795,0.8636190207242235,-0.967,LegacySurvey,20.145 (0.107),-14.425 (0.107),8.749530531580795,0.8636190207242235,20.070 (2.273),-14.500 (2.273),9.376777129512597,18.31530989896707,20.145 (0.107),-14.425 (0.107),8.749530531580795,0.8636190207242235,20.099 (0.018),-14.470 (0.018),9124.806119447376,142.9578044242961,,,,,20.292 (0.088),-14.277 (0.088),2594.53822229623,196.23665124630497,False
SN2012fr,18.187 (0.006),-13.685 (0.006),0.460,DES,17.727 (0.018),-14.146 (0.018),81165.92608756789,1279.60421003237,0.460,DES,17.727 (0.018),-14.146 (0.018),81165.92608756789,1279.60421003237,15.690 (0.145),-16.182 (0.145),529.7074278732317,68.13507404507321,15.732 (0.539),-16.140 (0.539),509.3525292252464,253.04560859240007,17.727 (0.018),-14.146 (0.018),81165.92608756789,1279.60421003237,,,,,(19.087),(-12.786),-5483.378991826648,1375.0201463059457,False
SN2013fz,19.981 (0.020),-14.802 (0.020),2.354,LegacySurvey,17.626 (0.232),-17.157 (0.232),89.01486235677989,19.027190248642317,2.354,LegacySurvey,17.626 (0.232),-17.157 (0.232),89.01486235677989,19.027190248642317,17.597 (0.256),-17.186 (0.256),91.41341667478927,21.011447253188273,17.626 (0.232),-17.157 (0.232),89.01486235677989,19.027190248642317,17.042 (0.006),-17.741 (0.006),152523.10183769304,786.3363798297361,,,,,17.795 (0.113),-16.988 (0.113),1045.525617771989,106.05992362269936,False
SN2014I,23.713 (0.320),-11.902 (0.320),3.598,DES,20.115 (0.017),-15.500 (0.017),8992.908305835746,137.12022970664768,3.598,DES,20.115 (0.017),-15.500 (0.017),8992.908305835746,137.12022970664768,20.036 (1.419),-15.579 (1.419),9.673991249678751,12.057399035714056,20.087 (0.556),-15.528 (0.556),9.22887045474247,4.7263889640606225,20.115 (0.017),-15.500 (0.017),8992.908305835746,137.12022970664768,20.044 (0.030),-15.571 (0.030),96.04333985530472,2.4860371220604303,20.439 (0.142),-15.176 (0.142),1943.5858008992984,242.0268227170793,False
SN2015F,16.910 (0.009),-14.724 (0.009),1.522,LegacySurvey,15.388 (0.340),-16.246 (0.340),699.7214198969192,219.24212448270876,1.522,LegacySurvey,15.388 (0.340),-16.246 (0.340),699.7214198969192,219.24212448270876,14.963 (0.119),-16.670 (0.119),1034.3737748293604,76.86128220984773,15.388 (0.340),-16.246 (0.340),699.7214198969192,219.24212448270876,,,,,,,,,15.516 (0.017),-16.117 (0.017),178020.33696316215,1786.1900215879923,False
SN1999cl,18.117 (0.006),-14.476 (0.006),2.997,PanSTARRS,15.120 (0.014),-17.473 (0.014),8955.176985809809,110.73490308096784,2.997,PanSTARRS,15.120 (0.014),-17.473 (0.014),8955.176985809809,110.73490308096784,14.963 (0.070),-17.630 (0.070),1034.8351552600575,61.86069037847748,15.042 (0.467),-17.551 (0.467),962.0279789104884,413.908813426765,,,,,15.120 (0.014),-17.473 (0.014),8955.176985809809,110.73490308096784,16.654 (0.111),-15.939 (0.111),2865.634272116182,271.71628639782034,False
SN2014dt,16.543 (0.003),-15.236 (0.003),1.921,PanSTARRS,14.622 (0.015),-17.157 (0.015),14168.703622929706,185.07893277956455,1.921,PanSTARRS,14.622 (0.015),-17.157 (0.015),14168.703622929706,185.07893277956455,14.384 (0.055),-17.395 (0.055),1763.4549078705272,86.00022023634901,14.431 (0.800),-17.348 (0.800),1689.365641520004,1244.539202524464,,,,,14.622 (0.015),-17.157 (0.015),14168.703622929706,185.07893277956455,16.848 (0.137),-14.930 (0.137),47870.5281738885,5783.401789362278,False
SN2020nvb,16.145 (0.003),-14.353 (0.003),4.835,LegacySurvey,11.309 (0.029),-19.189 (0.029),29943.49554358811,778.9919780367717,4.761,PanSTARRS,11.384 (0.014),-19.114 (0.014),279548.43046760565,3454.3526018933107,11.264 (0.011),-19.234 (0.011),31218.179643729236,290.7300020174203,11.309 (0.029),-19.189 (0.029),29943.49554358811,778.9919780367717,,,,,11.384 (0.014),-19.114 (0.014),279548.43046760565,3454.3526018933107,11.462 (0.019),-19.036 (0.019),451169.7327796651,7606.871626112945,False
