SN name,UV mag,UV abs mag,F275W-r,Adopted r survey,Adopted r mag,Adopted r abs mag,Adopted r flux,Adopted r flux err,F275W-r Best,Adopted Best survey,Adopted Best,Adopted Best abs mag,Adopted Best flux,Adopted Best flux err,LegacySurvey r mag,LegacySurvey r abs mag,LegacySurvey r flux,LegacySurvey r flux err,LegacySurvey invvar+bkg r mag,LegacySurvey invvar+bkg r abs mag,LegacySurvey invvar+bkg r flux,LegacySurvey invvar+bkg r flux err,DES r mag,DES r abs mag,DES r flux,DES r flux err,PanSTARRS r mag,PanSTARRS r abs mag,PanSTARRS r flux,PanSTARRS r flux err,SkyMapper r mag,SkyMapper r abs mag,SkyMapper r flux,SkyMapper r flux err,Paper plot candidate
SN2005lu,20.181 (0.011),-15.577 (0.011),2.492,LegacySurvey,17.689 (0.269),-18.069 (0.269),83.98991371758325,20.768369009079212,2.344,PanSTARRS,17.837 (0.015),-17.921 (0.015),732.8355859974457,9.375531632379433,17.636 (0.216),-18.122 (0.216),88.20726633318367,16.738620334147814,17.689 (0.269),-18.069 (0.269),83.98991371758325,20.768369009079212,17.654 (0.005),-18.104 (0.005),86772.90039552163,404.8357253437843,17.837 (0.015),-17.921 (0.015),732.8355859974457,9.375531632379433,17.937 (0.013),-17.822 (0.013),21750.19195438199,245.5321120659808,True
SN2007S,19.136 (0.009),-14.786 (0.009),2.217,LegacySurvey,16.919 (0.162),-17.003 (0.162),170.73575212307315,25.52200219874374,2.214,PanSTARRS,16.922 (0.014),-17.000 (0.014),1702.9701682155992,21.31076503067513,16.861 (0.192),-17.061 (0.192),180.10076815004197,30.140674268960097,16.919 (0.162),-17.003 (0.162),170.73575212307315,25.52200219874374,,,,,16.922 (0.014),-17.000 (0.014),1702.9701682155992,21.31076503067513,17.055 (0.067),-16.867 (0.067),2581.388135101089,150.98167434037592,True
SN2007st,20.556 (0.020),-14.281 (0.020),4.460,LegacySurvey,16.096 (0.140),-18.742 (0.140),364.4427010351315,46.98496389627703,4.460,LegacySurvey,16.096 (0.140),-18.742 (0.140),364.4427010351315,46.98496389627703,16.062 (0.093),-18.776 (0.093),376.1716780020082,31.338314937488505,16.096 (0.140),-18.742 (0.140),364.4427010351315,46.98496389627703,16.074 (0.006),-18.763 (0.006),371802.86753813486,1879.7158862776787,,,,,16.266 (0.012),-18.572 (0.012),99562.82692223492,1040.079218839201,True
SN2008J,19.750 (0.014),-14.485 (0.014),3.589,LegacySurvey,16.162 (0.137),-18.073 (0.137),343.0697407290959,43.239920284266994,3.587,PanSTARRS,16.163 (0.014),-18.072 (0.014),3426.08553358749,43.00331162807908,16.114 (0.106),-18.121 (0.106),358.33176001462743,33.41012450117529,16.162 (0.137),-18.073 (0.137),343.0697407290959,43.239920284266994,16.120 (0.005),-18.114 (0.005),356292.2289324951,1677.25183118476,16.163 (0.014),-18.072 (0.014),3426.08553358749,43.00331162807908,16.283 (0.010),-17.952 (0.010),105434.9889656718,961.8537594007474,True
SN2008ae,21.456 (0.036),-14.165 (0.036),1.876,PanSTARRS,19.580 (0.024),-16.040 (0.024),147.2743309796961,3.102385618302238,1.876,PanSTARRS,19.580 (0.024),-16.040 (0.024),147.2743309796961,3.102385618302238,19.482 (0.890),-16.138 (0.890),16.110696538867938,12.526908398070429,19.540 (0.776),-16.080 (0.776),15.280453580516536,10.924006181866616,,,,,19.580 (0.024),-16.040 (0.024),147.2743309796961,3.102385618302238,23.407 (12.190),-12.213 (12.190),5.579896119939613,59.20704169975104,True
SN2009I,22.103 (0.073),-13.205 (0.073),3.312,DES,18.791 (0.015),-16.517 (0.015),30451.250106557352,399.55788204391536,3.312,DES,18.791 (0.015),-16.517 (0.015),30451.250106557352,399.55788204391536,18.773 (0.558),-16.535 (0.558),30.969206391405717,14.976974631582868,18.838 (0.712),-16.469 (0.712),29.149101262530476,19.11735683412742,18.791 (0.015),-16.517 (0.015),30451.250106557352,399.55788204391536,18.859 (0.019),-16.449 (0.019),286.0964117885221,4.759870751431343,18.924 (0.024),-16.384 (0.024),7928.294814359422,166.1638025864266,True
SN2009jr,18.861 (0.011),-15.438 (0.011),2.693,PanSTARRS,16.168 (0.014),-18.131 (0.014),3411.2938882283843,33.99587881000073,2.693,PanSTARRS,16.168 (0.014),-18.131 (0.014),3411.2938882283843,33.99587881000073,,,0.0,,,,,,,,,,16.168 (0.014),-18.131 (0.014),3411.2938882283843,33.99587881000073,16.200 (0.042),-18.098 (0.042),5073.502007056999,148.95068275637396,True
SN2009le,20.214 (0.017),-14.256 (0.017),2.706,DES,17.508 (0.010),-16.963 (0.010),99308.89357614862,904.3680716342004,2.706,DES,17.508 (0.010),-16.963 (0.010),99308.89357614862,904.3680716342004,17.488 (0.259),-16.982 (0.259),101.08226472652572,23.32605029594126,17.523 (0.485),-16.948 (0.485),97.93590777989874,43.77594489558808,17.508 (0.010),-16.963 (0.010),99308.89357614862,904.3680716342004,17.525 (0.017),-16.945 (0.017),977.369149505826,15.076555370876704,17.727 (0.023),-16.744 (0.023),16760.856494651303,344.68722725561923,True
SN2011ce,16.173 (0.003),-16.707 (0.003),1.905,LegacySurvey,14.268 (0.059),-18.612 (0.059),1962.01745078268,106.9815979267533,1.905,LegacySurvey,14.268 (0.059),-18.612 (0.059),1962.01745078268,106.9815979267533,14.121 (0.041),-18.759 (0.041),2246.338974475351,73.67511843822635,14.268 (0.059),-18.612 (0.059),1962.01745078268,106.9815979267533,,,,,,,,,14.284 (0.011),-18.596 (0.011),575396.8721803767,4838.462964972742,True
SN2012gm,19.940 (0.020),-14.102 (0.020),2.844,LegacySurvey,17.097 (0.261),-16.946 (0.261),144.98228545771525,34.831761342165684,2.863,PanSTARRS,17.078 (0.015),-16.965 (0.015),1475.614465016795,18.06207590725355,17.001 (0.212),-17.041 (0.212),158.28024863531496,28.262555024223804,17.097 (0.261),-16.946 (0.261),144.98228545771525,34.831761342165684,,,,,17.078 (0.015),-16.965 (0.015),1475.614465016795,18.06207590725355,16.847 (0.103),-17.196 (0.103),2312.4263111210635,200.57217900312975,True
